id,company,educationLevel,employmentType,hiringEndAt,hiringStartAt,jobOpeningUrl,location,createdAt,maxExperienceYears,minExperienceYears,salary,title,viewCount,position,requiredSkills
5010,토스,석사,정규직,2025-03-12T17:06:09.568575,2025-02-20T17:06:09.568575,https://example.com/job/5010,창원,2025-02-20T17:06:09.568576,2,1,68000000,토스 Node.js 개발자 모집,3671,Node.js 개발자,"['Jenkins', 'Kafka', 'Firebase', 'Spring Boot', 'MySQL', 'CI/CD', 'Oracle DB', 'Hadoop', 'OAuth', 'Kubernetes']"
5011,아이디병원,학사,정규직,2025-03-10T17:06:09.568578,2025-02-20T17:06:09.568578,https://example.com/job/5011,대전,2025-02-20T17:06:09.568579,1,1,47000000,아이디병원 데이터베이스 관리자(DBA) 모집,512,데이터베이스 관리자(DBA),"['AWS', 'GitHub', 'Spring Boot', 'CI/CD', 'Angular', 'Node.js', 'Python', 'REST API', 'Flask', 'Ruby on Rails']"
5012,롯데,학사,정규직,2025-03-15T17:06:09.568581,2025-02-20T17:06:09.568581,https://example.com/job/5012,청주,2025-02-20T17:06:09.568582,2,1,39000000,롯데 데이터베이스 관리자(DBA) 모집,4547,데이터베이스 관리자(DBA),"['Jenkins', 'Azure', 'Git', 'MySQL', 'PostgreSQL', 'MongoDB', 'Mockito', 'Apache Solr', 'JWT', 'Docker']"
5013,롯데쇼핑,박사,프리랜서,2025-03-22T17:06:09.568585,2025-02-20T17:06:09.568585,https://example.com/job/5013,서울,2025-02-20T17:06:09.568586,4,2,57000000,롯데쇼핑 QA 모집,4315,QA,"['Jenkins', 'GitHub', 'Firebase', 'GitLab', 'Bitbucket', 'PostgreSQL', 'MongoDB', 'Go', 'Docker', 'Apache NiFi']"
5014,포스코,무관,정규직,2025-03-13T17:06:09.568588,2025-02-20T17:06:09.568588,https://example.com/job/5014,창원,2025-02-20T17:06:09.568589,1,1,48000000,포스코 백엔드 개발자 모집,914,백엔드 개발자,"['Jenkins', 'AWS', 'Azure', 'JUnit', 'MongoDB', 'Swagger', 'REST API', 'Flask', 'Hadoop', 'OAuth']"
5015,SK,전문학사,계약직,2025-03-01T17:06:09.568591,2025-02-20T17:06:09.568591,https://example.com/job/5015,서울,2025-02-20T17:06:09.568593,5,0,34000000,SK 프론트엔드 개발자 모집,276,프론트엔드 개발자,"['Git', 'GitLab', 'Elasticsearch', 'MongoDB', 'Oracle DB']"
5016,게임빌,무관,계약직,2025-03-09T17:06:09.568595,2025-02-20T17:06:09.568595,https://example.com/job/5016,수원,2025-02-20T17:06:09.568596,3,0,41000000,게임빌 Node.js 개발자 모집,1195,Node.js 개발자,"['AWS', 'MySQL', 'Angular', 'Vue.js', 'Cassandra', 'SQLite', 'GraphQL']"
5017,그라운드X,고졸,정규직,2025-03-09T17:06:09.568598,2025-02-20T17:06:09.568598,https://example.com/job/5017,청주,2025-02-20T17:06:09.568599,1,0,60000000,그라운드X Java 개발자 모집,2370,Java 개발자,"['AWS', 'Git', 'Elasticsearch', 'Vue.js', 'Node.js', 'Python', 'GraphQL', 'Go']"
5018,한화생명,학사,정규직,2025-03-16T17:06:09.568606,2025-02-20T17:06:09.568606,https://example.com/job/5018,서울,2025-02-20T17:06:09.568608,5,1,50000000,한화생명 파이썬 개발자 모집,342,파이썬 개발자,"['AWS', 'Elasticsearch', 'Node.js', 'Oracle DB', 'Ruby on Rails']"
5019,삼성,전문학사,아르바이트,2025-03-22T17:06:09.568610,2025-02-20T17:06:09.568610,https://example.com/job/5019,울산,2025-02-20T17:06:09.568611,4,1,41000000,삼성 Node.js 개발자 모집,469,Node.js 개발자,"['Jenkins', 'GitHub', 'Terraform', 'MySQL', 'Redis', 'Mockito', 'Swagger', 'GraphQL']"
5020,삼성카드,학사,정규직,2025-03-02T17:06:09.568614,2025-02-20T17:06:09.568614,https://example.com/job/5020,청주,2025-02-20T17:06:09.568615,1,1,61000000,삼성카드 파이썬 개발자 모집,1489,파이썬 개발자,"['Azure', 'MongoDB', 'TestNG', 'Node.js', 'Python', 'REST API', 'Ruby on Rails', 'Go']"
5021,윙크,고졸,정규직,2025-03-17T17:06:09.568617,2025-02-20T17:06:09.568617,https://example.com/job/5021,수원,2025-02-20T17:06:09.568618,1,0,56000000,윙크 Node.js 개발자 모집,1643,Node.js 개발자,"['Firebase', 'Kafka', 'MySQL', 'Angular', 'TestNG', 'Swagger', 'SQLite', 'Flask', 'OAuth']"
5022,한국타이어,전문학사,프리랜서,2025-03-02T17:06:09.568620,2025-02-20T17:06:09.568620,https://example.com/job/5022,대구,2025-02-20T17:06:09.568621,3,1,34000000,한국타이어 클라우드 엔지니어 모집,1134,클라우드 엔지니어,"['Firebase', 'Kafka', 'MySQL', 'React', 'TestNG', 'Cassandra', 'Swagger', 'SQLite', 'Ruby on Rails']"
5023,SK,박사,정규직,2025-03-11T17:06:09.568624,2025-02-20T17:06:09.568624,https://example.com/job/5023,인천,2025-02-20T17:06:09.568625,5,0,35000000,SK QA 모집,1297,QA,"['Terraform', 'TestNG', 'Node.js', 'Python', 'GraphQL', 'Apache Solr']"
5024,삼성SDS,학사,정규직,2025-03-04T17:06:09.568627,2025-02-20T17:06:09.568627,https://example.com/job/5024,청주,2025-02-20T17:06:09.568628,2,2,42000000,삼성SDS 웹 애플리케이션 개발자 모집,202,웹 애플리케이션 개발자,"['Firebase', 'MongoDB', 'JUnit', 'Node.js', 'REST API', 'Spark']"
5025,올리브영,학사,정규직,2025-03-19T17:06:09.568630,2025-02-20T17:06:09.568630,https://example.com/job/5025,울산,2025-02-20T17:06:09.568631,1,1,48000000,올리브영 파이썬 개발자 모집,3420,파이썬 개발자,"['GitHub', 'Elasticsearch', 'Spring Boot', 'GraphQL', 'REST API']"
5026,위메프,박사,정규직,2025-03-15T17:06:09.568639,2025-02-20T17:06:09.568639,https://example.com/job/5026,대전,2025-02-20T17:06:09.568640,4,0,33000000,위메프 클라우드 엔지니어 모집,1592,클라우드 엔지니어,"['Jenkins', 'Firebase', 'GitHub', 'PostgreSQL', 'Vue.js', 'Apache Solr', 'Ruby on Rails', 'Go', 'Apache NiFi']"
5027,LG화학,고졸,정규직,2025-03-03T17:06:09.568643,2025-02-20T17:06:09.568643,https://example.com/job/5027,대구,2025-02-20T17:06:09.568644,4,0,39000000,LG화학 데브옵스 엔지니어 모집,1766,데브옵스 엔지니어,"['Firebase', 'Terraform', 'Cassandra', 'Swagger', 'GraphQL', 'Ruby on Rails', 'JWT', 'Apache Camel']"
5028,애경,고졸,인턴,2025-03-09T17:06:09.568647,2025-02-20T17:06:09.568647,https://example.com/job/5028,부산,2025-02-20T17:06:09.568648,2,0,33000000,애경 Node.js 개발자 모집,4891,Node.js 개발자,"['Azure', 'GitLab', 'React', 'Vue.js', 'TestNG', 'Mockito', 'Swagger', 'Python', 'Apache Camel']"
5029,카카오게임즈,전문학사,인턴,2025-03-02T17:06:09.568650,2025-02-20T17:06:09.568650,https://example.com/job/5029,청주,2025-02-20T17:06:09.568651,4,0,57000000,카카오게임즈 Spring 개발자 모집,2688,Spring 개발자,"['AWS', 'Bitbucket', 'CI/CD', 'SQLite', 'Kubernetes']"
5030,애경,고졸,프리랜서,2025-03-13T17:06:09.568654,2025-02-20T17:06:09.568654,https://example.com/job/5030,창원,2025-02-20T17:06:09.568655,2,1,37000000,애경 Node.js 개발자 모집,2699,Node.js 개발자,"['Java', 'Kafka', 'MySQL', 'JUnit', 'SQLite', 'Django', 'Flask', 'Spark', 'Apache Camel']"
5031,삼성SDS,석사,정규직,2025-03-06T17:06:09.568657,2025-02-20T17:06:09.568657,https://example.com/job/5031,울산,2025-02-20T17:06:09.568658,5,1,44000000,삼성SDS 풀스택 모집,1356,풀스택,"['AWS', 'Elasticsearch', 'MySQL', 'PostgreSQL', 'CI/CD', 'React', 'MongoDB', 'Mockito', 'OAuth']"
5032,LG생활건강,무관,정규직,2025-03-11T17:06:09.568660,2025-02-20T17:06:09.568660,https://example.com/job/5032,수원,2025-02-20T17:06:09.568661,2,1,44000000,LG생활건강 데이터베이스 관리자(DBA) 모집,2865,데이터베이스 관리자(DBA),"['Kafka', 'PostgreSQL', 'TestNG', 'Vue.js', 'Swagger', 'GraphQL', 'Django', 'Kubernetes', 'Apache NiFi']"
5033,애플,전문학사,아르바이트,2025-02-28T17:06:09.568664,2025-02-20T17:06:09.568664,https://example.com/job/5033,광주,2025-02-20T17:06:09.568665,1,1,41000000,애플 백엔드 개발자 모집,4654,백엔드 개발자,"['Jenkins', 'Kafka', 'PostgreSQL', 'Flask', 'Spark', 'Go', 'Apache Camel']"
5034,현대백화점,무관,인턴,2025-03-16T17:06:09.568667,2025-02-20T17:06:09.568667,https://example.com/job/5034,인천,2025-02-20T17:06:09.568668,5,2,44000000,현대백화점 데브옵스 엔지니어 모집,4562,데브옵스 엔지니어,"['MySQL', 'React', 'Node.js', 'Django', 'Apache Solr', 'Go']"
5035,아이유브이,학사,정규직,2025-03-05T17:06:09.568671,2025-02-20T17:06:09.568671,https://example.com/job/5035,청주,2025-02-20T17:06:09.568672,3,0,56000000,아이유브이 Java 개발자 모집,3218,Java 개발자,"['GitHub', 'GitLab', 'Elasticsearch', 'PostgreSQL', 'Node.js', 'Apache Solr', 'Go', 'Kubernetes', 'Apache Camel']"
5036,아시아나항공,학사,인턴,2025-03-08T17:06:09.568675,2025-02-20T17:06:09.568675,https://example.com/job/5036,대전,2025-02-20T17:06:09.568676,1,1,51000000,아시아나항공 웹 애플리케이션 개발자 모집,1974,웹 애플리케이션 개발자,"['Kafka', 'GitLab', 'Spring Boot', 'PostgreSQL', 'CI/CD', 'Vue.js', 'TestNG', 'Python', 'Hadoop', 'Apache Camel']"
5037,애드테크,박사,프리랜서,2025-03-01T17:06:09.568678,2025-02-20T17:06:09.568678,https://example.com/job/5037,창원,2025-02-20T17:06:09.568679,2,1,65000000,애드테크 프론트엔드 개발자 모집,4990,프론트엔드 개발자,"['AWS', 'Firebase', 'Spring Boot', 'CI/CD', 'GraphQL', 'SQLite', 'Apache Camel']"
5038,링크드인,전문학사,정규직,2025-03-07T17:06:09.568682,2025-02-20T17:06:09.568682,https://example.com/job/5038,대전,2025-02-20T17:06:09.568682,5,0,33000000,링크드인 웹 애플리케이션 개발자 모집,2808,웹 애플리케이션 개발자,"['Java', 'Terraform', 'MySQL', 'MongoDB', 'Vue.js', 'Swagger', 'Python', 'Spark', 'Apache Camel', 'Docker']"
5039,교보문고,전문학사,정규직,2025-03-11T17:06:09.568685,2025-02-20T17:06:09.568685,https://example.com/job/5039,대전,2025-02-20T17:06:09.568686,4,0,59000000,교보문고 클라우드 엔지니어 모집,4606,클라우드 엔지니어,"['Azure', 'Firebase', 'MongoDB', 'Vue.js', 'Mockito', 'Cassandra', 'SQLite', 'Apache Camel', 'Kubernetes', 'Docker']"
5040,피지컬갤러리,박사,프리랜서,2025-03-10T17:06:09.568688,2025-02-20T17:06:09.568688,https://example.com/job/5040,부산,2025-02-20T17:06:09.568689,3,2,65000000,피지컬갤러리 QA 모집,3255,QA,"['Jenkins', 'Firebase', 'Bitbucket', 'MongoDB', 'Redis', 'Vue.js', 'REST API', 'Docker']"
5041,비바리퍼블리카,석사,정규직,2025-03-09T17:06:09.568691,2025-02-20T17:06:09.568691,https://example.com/job/5041,대구,2025-02-20T17:06:09.568692,5,1,35000000,비바리퍼블리카 데이터베이스 관리자(DBA) 모집,828,데이터베이스 관리자(DBA),"['Bitbucket', 'CI/CD', 'TestNG', 'Cassandra', 'Swagger', 'Oracle DB', 'REST API', 'Docker']"
5042,그라운드X,박사,정규직,2025-03-12T17:06:09.568695,2025-02-20T17:06:09.568695,https://example.com/job/5042,대전,2025-02-20T17:06:09.568696,5,2,36000000,그라운드X 풀스택 모집,4578,풀스택,"['Java', 'Git', 'Elasticsearch', 'MySQL', 'PostgreSQL', 'Cassandra', 'Hadoop', 'OAuth']"
5043,리틀빅아이디어,학사,프리랜서,2025-03-05T17:06:09.568698,2025-02-20T17:06:09.568698,https://example.com/job/5043,창원,2025-02-20T17:06:09.568699,3,1,34000000,리틀빅아이디어 파이썬 개발자 모집,4807,파이썬 개발자,"['CI/CD', 'Cassandra', 'Django', 'GraphQL', 'Apache Solr', 'Docker']"
5044,삼성물산,학사,프리랜서,2025-03-07T17:06:09.568702,2025-02-20T17:06:09.568702,https://example.com/job/5044,수원,2025-02-20T17:06:09.568703,1,0,40000000,삼성물산 파이썬 개발자 모집,4764,파이썬 개발자,"['Bitbucket', 'MySQL', 'PostgreSQL', 'MongoDB', 'TestNG', 'Cassandra', 'Swagger', 'GraphQL', 'Apache Camel']"
5045,그라운드X,석사,정규직,2025-03-01T17:06:09.568705,2025-02-20T17:06:09.568705,https://example.com/job/5045,울산,2025-02-20T17:06:09.568706,3,0,67000000,그라운드X Java 개발자 모집,1908,Java 개발자,"['GitHub', 'MySQL', 'Cassandra', 'SQLite', 'JWT']"
5046,BC카드,무관,정규직,2025-03-11T17:06:09.568714,2025-02-20T17:06:09.568714,https://example.com/job/5046,인천,2025-02-20T17:06:09.568716,1,2,43000000,BC카드 QA 모집,2224,QA,"['Kafka', 'Bitbucket', 'MongoDB', 'Oracle DB', 'Apache Camel', 'Kubernetes', 'Docker']"
5047,피자헛,전문학사,프리랜서,2025-02-28T17:06:09.568718,2025-02-20T17:06:09.568718,https://example.com/job/5047,인천,2025-02-20T17:06:09.568720,5,1,41000000,피자헛 자바스크립트 개발자 모집,1245,자바스크립트 개발자,"['GitLab', 'JUnit', 'TestNG', 'Oracle DB', 'Python', 'Swagger', 'Django', 'GraphQL', 'Go', 'Docker']"
5048,롯데면세점,학사,정규직,2025-03-07T17:06:09.568722,2025-02-20T17:06:09.568722,https://example.com/job/5048,울산,2025-02-20T17:06:09.568723,2,2,39000000,롯데면세점 프론트엔드 개발자 모집,3581,프론트엔드 개발자,"['Cassandra', 'Ruby on Rails', 'Spark', 'Apache Camel', 'Kubernetes']"
5049,게임빌,무관,정규직,2025-03-11T17:06:09.568725,2025-02-20T17:06:09.568725,https://example.com/job/5049,인천,2025-02-20T17:06:09.568726,2,2,37000000,게임빌 Java 개발자 모집,2655,Java 개발자,"['Azure', 'Firebase', 'React', 'JUnit', 'MongoDB', 'Node.js', 'Python', 'Spark']"
5050,애플,학사,정규직,2025-03-05T17:06:09.568729,2025-02-20T17:06:09.568729,https://example.com/job/5050,청주,2025-02-20T17:06:09.568730,4,1,52000000,애플 백엔드 개발자 모집,4294,백엔드 개발자,"['Java', 'Git', 'Terraform', 'Bitbucket', 'Angular', 'SQLite', 'Go', 'Docker']"
5051,올리브영,학사,프리랜서,2025-03-16T17:06:09.568732,2025-02-20T17:06:09.568732,https://example.com/job/5051,서울,2025-02-20T17:06:09.568733,3,1,65000000,올리브영 Spring 개발자 모집,2910,Spring 개발자,"['AWS', 'Git', 'Terraform', 'PostgreSQL', 'JUnit', 'TestNG', 'Vue.js', 'Django', 'Apache Solr', 'Flask']"
5052,배달의민족,학사,정규직,2025-02-27T17:06:09.568735,2025-02-20T17:06:09.568735,https://example.com/job/5052,울산,2025-02-20T17:06:09.568736,4,2,63000000,배달의민족 Java 개발자 모집,2034,Java 개발자,"['Jenkins', 'Azure', 'Redis', 'Ruby on Rails', 'JWT', 'Spark']"
5053,삼성생명,학사,계약직,2025-03-12T17:06:09.568739,2025-02-20T17:06:09.568739,https://example.com/job/5053,광주,2025-02-20T17:06:09.568739,5,2,56000000,삼성생명 데브옵스 엔지니어 모집,1099,데브옵스 엔지니어,"['Git', 'React', 'Angular', 'Mockito', 'Apache Solr', 'Spark', 'Apache NiFi']"
5054,네이버,전문학사,계약직,2025-02-27T17:06:09.568742,2025-02-20T17:06:09.568742,https://example.com/job/5054,청주,2025-02-20T17:06:09.568743,5,2,58000000,네이버 Spring 개발자 모집,3652,Spring 개발자,"['AWS', 'Spring Boot', 'Redis', 'Swagger', 'SQLite']"
5055,유니레버,박사,계약직,2025-03-08T17:06:09.568745,2025-02-20T17:06:09.568745,https://example.com/job/5055,수원,2025-02-20T17:06:09.568746,3,2,48000000,유니레버 데브옵스 엔지니어 모집,3721,데브옵스 엔지니어,"['Kafka', 'Spring Boot', 'Bitbucket', 'MongoDB', 'Redis', 'Python', 'Flask', 'Go', 'Kubernetes']"
5056,삼성생명,학사,정규직,2025-03-14T17:06:09.568748,2025-02-20T17:06:09.568748,https://example.com/job/5056,대전,2025-02-20T17:06:09.568749,3,1,39000000,삼성생명 클라우드 엔지니어 모집,290,클라우드 엔지니어,"['Jenkins', 'Spring Boot', 'PostgreSQL', 'JUnit', 'Oracle DB', 'Django', 'Docker', 'Apache NiFi']"
5057,토스뱅크,석사,정규직,2025-03-11T17:06:09.568752,2025-02-20T17:06:09.568752,https://example.com/job/5057,광주,2025-02-20T17:06:09.568753,2,1,43000000,토스뱅크 웹 애플리케이션 개발자 모집,4508,웹 애플리케이션 개발자,"['GitLab', 'Python', 'Django', 'Go', 'Kubernetes']"
5058,LG생활건강,전문학사,정규직,2025-03-13T17:06:09.568756,2025-02-20T17:06:09.568756,https://example.com/job/5058,창원,2025-02-20T17:06:09.568756,3,2,60000000,LG생활건강 백엔드 개발자 모집,2389,백엔드 개발자,"['MongoDB', 'Swagger', 'SQLite', 'Flask', 'Ruby on Rails', 'Spark', 'Apache Camel', 'Apache NiFi']"
5059,오늘의집,전문학사,정규직,2025-03-16T17:06:09.568759,2025-02-20T17:06:09.568759,https://example.com/job/5059,울산,2025-02-20T17:06:09.568760,5,0,34000000,오늘의집 데이터베이스 관리자(DBA) 모집,2597,데이터베이스 관리자(DBA),"['Jenkins', 'Azure', 'Spring Boot', 'CI/CD', 'Swagger', 'Oracle DB', 'Django', 'SQLite', 'Go', 'Docker']"
5060,셀트리온,전문학사,정규직,2025-03-13T17:06:09.568762,2025-02-20T17:06:09.568762,https://example.com/job/5060,수원,2025-02-20T17:06:09.568763,2,2,41000000,셀트리온 Node.js 개발자 모집,1941,Node.js 개발자,"['Jenkins', 'Angular', 'Mockito', 'Python', 'GraphQL', 'JWT']"
5061,아이유브이,고졸,정규직,2025-03-06T17:06:09.568766,2025-02-20T17:06:09.568766,https://example.com/job/5061,대구,2025-02-20T17:06:09.568767,4,2,43000000,아이유브이 풀스택 모집,3965,풀스택,"['Git', 'Angular', 'Redis', 'Mockito', 'Spark', 'JWT', 'Docker']"
5062,토스뱅크,고졸,정규직,2025-03-16T17:06:09.568769,2025-02-20T17:06:09.568769,https://example.com/job/5062,청주,2025-02-20T17:06:09.568770,4,0,45000000,토스뱅크 Spring 개발자 모집,1274,Spring 개발자,"['Elasticsearch', 'CI/CD', 'Ruby on Rails', 'Docker', 'Apache NiFi']"
5063,삼성SDS,석사,정규직,2025-03-22T17:06:09.568773,2025-02-20T17:06:09.568773,https://example.com/job/5063,대구,2025-02-20T17:06:09.568773,3,2,45000000,삼성SDS 자바스크립트 개발자 모집,3901,자바스크립트 개발자,"['JUnit', 'TestNG', 'Redis', 'Mockito', 'SQLite', 'Apache Solr', 'Ruby on Rails']"
5064,아이디병원,석사,계약직,2025-03-03T17:06:09.568776,2025-02-20T17:06:09.568776,https://example.com/job/5064,서울,2025-02-20T17:06:09.568777,5,0,41000000,아이디병원 백엔드 개발자 모집,650,백엔드 개발자,"['Azure', 'GitHub', 'Terraform', 'CI/CD', 'Redis', 'SQLite', 'Flask', 'Docker', 'Apache NiFi']"
5065,NH농협은행,석사,정규직,2025-03-22T17:06:09.568779,2025-02-20T17:06:09.568779,https://example.com/job/5065,광주,2025-02-20T17:06:09.568780,4,1,70000000,NH농협은행 데브옵스 엔지니어 모집,3725,데브옵스 엔지니어,"['AWS', 'Spring Boot', 'Bitbucket', 'Node.js', 'Kubernetes']"
5066,오늘의집,전문학사,정규직,2025-03-14T17:06:09.568783,2025-02-20T17:06:09.568783,https://example.com/job/5066,창원,2025-02-20T17:06:09.568784,3,0,54000000,오늘의집 웹 애플리케이션 개발자 모집,4709,웹 애플리케이션 개발자,"['Java', 'Azure', 'MongoDB', 'Flask', 'Ruby on Rails', 'JWT']"
5067,애드테크,석사,계약직,2025-03-08T17:06:09.568786,2025-02-20T17:06:09.568786,https://example.com/job/5067,서울,2025-02-20T17:06:09.568787,4,0,40000000,애드테크 프론트엔드 개발자 모집,236,프론트엔드 개발자,"['Java', 'Git', 'TestNG', 'Mockito', 'Django', 'Apache Solr']"
5068,한미약품,무관,정규직,2025-03-11T17:06:09.568790,2025-02-20T17:06:09.568790,https://example.com/job/5068,대구,2025-02-20T17:06:09.568791,4,1,38000000,한미약품 백엔드 개발자 모집,3348,백엔드 개발자,"['Jenkins', 'Spring Boot', 'React', 'GraphQL', 'SQLite', 'Django', 'Apache Solr', 'Docker']"
5069,메리츠화재,무관,정규직,2025-03-04T17:06:09.568793,2025-02-20T17:06:09.568793,https://example.com/job/5069,청주,2025-02-20T17:06:09.568794,1,0,48000000,메리츠화재 자바스크립트 개발자 모집,1216,자바스크립트 개발자,"['Jenkins', 'Java', 'Terraform', 'Elasticsearch', 'GitLab', 'Bitbucket', 'Angular', 'Django']"
5070,배달의민족,학사,정규직,2025-03-13T17:06:09.568797,2025-02-20T17:06:09.568797,https://example.com/job/5070,울산,2025-02-20T17:06:09.568798,4,2,52000000,배달의민족 풀스택 모집,3352,풀스택,"['Firebase', 'GitHub', 'Elasticsearch', 'Redis', 'Flask', 'Kubernetes']"
5071,오늘의집,무관,인턴,2025-03-13T17:06:09.568801,2025-02-20T17:06:09.568801,https://example.com/job/5071,창원,2025-02-20T17:06:09.568801,4,0,57000000,오늘의집 파이썬 개발자 모집,2500,파이썬 개발자,"['Firebase', 'CI/CD', 'Redis', 'Vue.js', 'Python', 'JWT', 'Apache Camel']"
5072,LG디스플레이,무관,정규직,2025-03-18T17:06:09.568804,2025-02-20T17:06:09.568804,https://example.com/job/5072,인천,2025-02-20T17:06:09.568805,4,1,40000000,LG디스플레이 데이터 엔지니어 모집,2683,데이터 엔지니어,"['AWS', 'Elasticsearch', 'Swagger', 'Flask', 'Go', 'JWT', 'Kubernetes']"
5073,삼성전기,무관,인턴,2025-03-01T17:06:09.568807,2025-02-20T17:06:09.568807,https://example.com/job/5073,서울,2025-02-20T17:06:09.568808,1,1,39000000,삼성전기 웹 애플리케이션 개발자 모집,267,웹 애플리케이션 개발자,"['Jenkins', 'Git', 'Azure', 'MySQL', 'CI/CD', 'Oracle DB', 'Flask', 'Apache Solr', 'Hadoop', 'Go']"
5074,LG디스플레이,학사,인턴,2025-03-20T17:06:09.568810,2025-02-20T17:06:09.568810,https://example.com/job/5074,대전,2025-02-20T17:06:09.568811,4,1,55000000,LG디스플레이 자바스크립트 개발자 모집,915,자바스크립트 개발자,"['Azure', 'Java', 'Firebase', 'GitHub', 'MongoDB', 'Angular', 'Redis', 'Mockito', 'Hadoop', 'Docker']"
5075,엔씨소프트,학사,계약직,2025-03-08T17:06:09.568818,2025-02-20T17:06:09.568818,https://example.com/job/5075,대구,2025-02-20T17:06:09.568819,5,1,34000000,엔씨소프트 백엔드 개발자 모집,4592,백엔드 개발자,"['GitHub', 'Terraform', 'CI/CD', 'Mockito', 'Oracle DB', 'SQLite', 'JWT']"
5076,모비스,전문학사,정규직,2025-03-08T17:06:09.568822,2025-02-20T17:06:09.568822,https://example.com/job/5076,청주,2025-02-20T17:06:09.568823,1,2,45000000,모비스 시스템 엔지니어 모집,3916,시스템 엔지니어,"['Jenkins', 'Kafka', 'Firebase', 'MySQL', 'Vue.js', 'Flask', 'Ruby on Rails']"
5077,하이네켄,전문학사,정규직,2025-03-06T17:06:09.568825,2025-02-20T17:06:09.568825,https://example.com/job/5077,인천,2025-02-20T17:06:09.568826,5,0,33000000,하이네켄 자바스크립트 개발자 모집,3358,자바스크립트 개발자,"['Jenkins', 'Java', 'Firebase', 'GitHub', 'React', 'Vue.js', 'Mockito', 'Swagger', 'Spark']"
5078,제일기획,고졸,정규직,2025-03-02T17:06:09.568829,2025-02-20T17:06:09.568829,https://example.com/job/5078,청주,2025-02-20T17:06:09.568830,4,0,42000000,제일기획 파이썬 개발자 모집,508,파이썬 개발자,"['Kafka', 'React', 'MongoDB', 'Angular', 'Swagger', 'REST API', 'Spark', 'Apache NiFi']"
5079,리틀빅아이디어,전문학사,정규직,2025-02-28T17:06:09.568832,2025-02-20T17:06:09.568832,https://example.com/job/5079,대전,2025-02-20T17:06:09.568833,1,0,41000000,리틀빅아이디어 Spring 개발자 모집,1789,Spring 개발자,"['PostgreSQL', 'Angular', 'MongoDB', 'Vue.js', 'Redis', 'Python']"
5080,삼성생명,석사,정규직,2025-03-13T17:06:09.568836,2025-02-20T17:06:09.568836,https://example.com/job/5080,울산,2025-02-20T17:06:09.568836,1,0,35000000,삼성생명 데이터 엔지니어 모집,112,데이터 엔지니어,"['Firebase', 'Terraform', 'Elasticsearch', 'Python', 'Oracle DB', 'REST API', 'Docker']"
5081,구글,박사,정규직,2025-03-12T17:06:09.568839,2025-02-20T17:06:09.568839,https://example.com/job/5081,청주,2025-02-20T17:06:09.568840,1,1,60000000,구글 백엔드 개발자 모집,4159,백엔드 개발자,"['Terraform', 'Bitbucket', 'Swagger', 'SQLite', 'Django', 'OAuth']"
5082,윙크,무관,프리랜서,2025-03-17T17:06:09.568842,2025-02-20T17:06:09.568842,https://example.com/job/5082,광주,2025-02-20T17:06:09.568843,5,1,46000000,윙크 파이썬 개발자 모집,3100,파이썬 개발자,"['Azure', 'MySQL', 'Bitbucket', 'React', 'Swagger', 'JWT', 'Kubernetes']"
5083,교보문고,박사,계약직,2025-03-12T17:06:09.568845,2025-02-20T17:06:09.568845,https://example.com/job/5083,인천,2025-02-20T17:06:09.568846,3,2,67000000,교보문고 데이터 엔지니어 모집,3388,데이터 엔지니어,"['Kafka', 'Terraform', 'MongoDB', 'Cassandra', 'Apache NiFi']"
5084,이마트,무관,정규직,2025-03-18T17:06:09.568849,2025-02-20T17:06:09.568849,https://example.com/job/5084,창원,2025-02-20T17:06:09.568850,2,0,34000000,이마트 풀스택 모집,3593,풀스택,"['Kafka', 'Terraform', 'CI/CD', 'Python', 'JWT', 'Apache Camel']"
5085,마이크로소프트,무관,정규직,2025-03-22T17:06:09.568852,2025-02-20T17:06:09.568852,https://example.com/job/5085,청주,2025-02-20T17:06:09.568853,1,1,42000000,마이크로소프트 시스템 엔지니어 모집,1665,시스템 엔지니어,"['Terraform', 'MySQL', 'Spring Boot', 'CI/CD', 'TestNG', 'SQLite', 'Apache Solr', 'JWT']"
5086,현대카드,전문학사,정규직,2025-03-03T17:06:09.568855,2025-02-20T17:06:09.568855,https://example.com/job/5086,수원,2025-02-20T17:06:09.568856,1,2,34000000,현대카드 자바스크립트 개발자 모집,1313,자바스크립트 개발자,"['Bitbucket', 'Spring Boot', 'Redis', 'Oracle DB', 'Kubernetes']"
5087,LG,석사,정규직,2025-03-06T17:06:09.568859,2025-02-20T17:06:09.568859,https://example.com/job/5087,대구,2025-02-20T17:06:09.568860,4,1,65000000,LG 클라우드 엔지니어 모집,2147,클라우드 엔지니어,"['Spring Boot', 'Bitbucket', 'MongoDB', 'JUnit', 'Vue.js', 'GraphQL', 'SQLite', 'JWT', 'Go', 'Apache Camel']"
5088,AIG손해보험,고졸,정규직,2025-03-16T17:06:09.568862,2025-02-20T17:06:09.568862,https://example.com/job/5088,울산,2025-02-20T17:06:09.568863,4,2,63000000,AIG손해보험 Java 개발자 모집,3073,Java 개발자,"['GitHub', 'Bitbucket', 'Swagger', 'Django', 'Hadoop', 'Ruby on Rails']"
